Type,Id,Name,Frequency (Hz),Latitude,Longitude,Altitude (m),Power,TII Main,TII Sub
FM,Greatest Hits Radio Weston-Super-Mare Worlebury Hill,Greatest Hits Radio,107700000,51.359245,-2.970542,105,0.1,,
FM,Groove City Radio GLASGOW Glasgow - Middlesex Street,Groove City Radio,88600000,55.850935,-4.282758,9,0.027,,
FM,GTFM Aberdare Aberdare - Leisure Centre,GTFM,107100000,51.7131,-3.440416,121,0.025,,
FM,GTFM Mountain Ash Mountain Ash GC,GTFM,100700000,51.692996,-3.39261,205,0.023,,
FM,GTFM Pontypridd Pontypridd - Bryn Tail,GTFM,107900000,51.601239,-3.310241,285,0.05,,
FM,Gulshan Radio Wolverhampton Wolverhampton - Blakenhall,Gulshan Radio,106900000,52.571453,-2.133487,168,0.0412,,
FM,Hailsham FM hailsham Hailsham,Hailsham FM,95900000,50.86223,0.258648,26,0.025,,
FM,Hallam FM Barnsley Ardsley,Hallam FM,102900000,53.550702,-1.412685,94,0.2,,
FM,Hallam FM Doncaster Clifton,Hallam FM,103400000,53.457744,-1.220893,138,1,,
FM,Hallam FM Sheffield,Hallam FM,97400000,53.379385,-1.513809,247,0.2,,
FM,Halton Community Radio Halton,Halton Community Radio,92300000,53.331059,-2.696684,79,0.025,,
FM,Harborough FM (Hfm) Market Harborough Little Oxendon Farm,Harborough FM (Hfm),102300000,52.44938,-0.930682,156,0.025,,
FM,Harbour Radio Great Yarmouth Great Yarmouth - King Street,Harbour Radio,107400000,52.604326,1.729234,1,0.032,,
FM,Harrogate Hospital Radio Harrogate Hospital Harrogate District Hospital,Harrogate Hospital Radio,95300000,53.993114,-1.517643,109,0.001,,
FM,Hayes FM London Hayes St Anselms Church,Hayes FM,91800000,51.504667,-0.41939,32,0.025,,
FM,HCR FM Huntingdon,HCR FM,104000000,52.337998,-0.169522,21,0.025,,
FM,Heart Abergavenny,Heart,105200000,51.807795,-3.097781,433,0.022,,
FM,Heart Caernarfon Arfon,Heart,107200000,53.01985,-4.273475,300,2.5,,
FM,Heart Chelmsford Bakers Wood,Heart,102600000,51.705132,0.401129,90,0.9893,,
FM,Heart Bargoed,Heart,107300000,51.701289,-3.238171,292,0.1,,
FM,Heart Bath,Heart,103000000,51.38779,-2.332925,175,0.04,,
FM,Heart Torbay Beacon Hill,Heart,96400000,50.446404,-3.610896,188,0.8,,
FM,Heart Southend Benfleet,Heart,96300000,51.550856,0.5811,80,0.5644,,
FM,Heart Central Scotland Black Hill,Heart,100300000,55.860005,-3.873572,275,10,,
FM,Heart Cardigan Bay Blaenplwyf,Heart,107700000,52.360613,-4.102585,174,10,,
FM,Heart Maidstone and Medway Bluebell Hill (FM),Heart,103100000,51.324198,0.52012,192,2,,
FM,Heart Swindon Blunsdon,Heart,97200000,51.609363,-1.794027,148,0.35,,
FM,Heart Milton Keynes Bow Brickhill,Heart,103300000,51.998806,-0.669784,169,1,,
FM,Heart North East England Burnhope,Heart,101800000,54.8219,-1.714848,240,4.25,,
FM,Heart East Cornwall Caradon Hill,Heart,105100000,50.511364,-4.43683,369,2,,
FM,Heart Carmarthen Carmarthen A,Heart,106000000,51.86652,-4.307942,122,0.01,,
FM,Heart Carmarthenshire Carmel,Heart,105200000,51.818501,-4.066216,255,1.5105,,
FM,Heart Yeovil Chedington,Heart,97100000,50.842173,-2.710226,250,0.2,,
FM,Heart Newport Christchurch,Heart,105900000,51.601588,-2.935417,94,0.5,,
FM,Heart Gloucester and Cheltenham Churchdown Hill,Heart,102400000,51.868264,-2.175397,147,1,,
FM,Heart Central Scotland CRAIGKELLY,Heart,101100000,56.071791,-3.233186,181,4.8,,
FM,Heart London Croydon,Heart,106200000,51.40986,-0.085755,114,2,,
FM,Heart Dartford Tunnel,Heart,106200000,51.469253,0.260425,3,0,,
FM,Heart Dartmouth Dartmouth - Academy,Heart,100800000,50.346257,-3.594714,146,0.1,,
FM,Heart East Kent DOVER,Heart,97000000,51.11163,1.247272,133,0.25,,
FM,Heart Bristol Dundry,Heart,96300000,51.399606,-2.646667,222,0.944061,,
FM,Heart East Kent (Canterbury) Dunkirk,Heart,102800000,51.292731,0.979008,122,0.5,,
FM,Heart Ebbw Vale EBBW VALE,Heart,106100000,51.771714,-3.218938,442,0.012,,
FM,Heart South Wales Eglwysilan,Heart,102300000,51.611393,-3.302735,381,0.25,,
FM,Heart South West Yorkshire Emley Moor,Heart,106200000,53.611985,-1.66456,256,2.5,,
FM,Heart North East England Eston Nab,Heart,100700000,54.556455,-1.120934,237,0.3,,
FM,Heart Exeter Exeter (St Thomas),Heart,97000000,50.719122,-3.562148,102,0.5,,
FM,Heart Banbury Farthinghoe,Heart,97400000,52.044582,-1.224699,157,0.15,,
FM,Heart Fenham,Heart,96200000,54.978039,-1.662966,120,0.05,,
FM,Heart South Wales Fishguard,Heart,106200000,52.012591,-4.996935,123,0.5,,
FM,Heart Ipswich Foxhall Heath,Heart,97100000,52.055203,1.226159,31,2,,
FM,Heart Bury St Edmunds Great Barton,Heart,96400000,52.283402,0.764679,61,1,,
FM,Heart Colwyn Bay Great Ormes Head,Heart,105700000,53.332716,-3.853487,200,1,,
FM,Heart Peterborough Gunthorpe,Heart,102700000,52.617188,-0.247858,3,2,,
FM,Heart Rhyl Gwaenysgor,Heart,107300000,53.32441,-3.386164,226,0.035,,
FM,Heart Basingstoke and Andover HANNINGTON,Heart,102900000,51.307873,-1.244777,220,1.7,,
FM,Heart Harlow Harlow - Rye Hill,Heart,101700000,51.739903,0.097485,110,0.05,,
FM,Heart Hastings,Heart,102000000,50.861622,0.566431,76,0.1,,
FM,Heart Haverhill Haverhill Water Tower,Heart,97400000,52.078154,0.422852,106,0.01,,
FM,Heart Eastbourne Heathfield,Heart,102400000,50.976724,0.230437,158,4.1,,
FM,Heart St Albans Hemel Hempstead (Pimlico),Heart,96600000,51.728571,-0.426217,142,0.5,,
FM,Heart Sunderland Hendon,Heart,101200000,54.893895,-1.363068,10,0.05,,
FM,Heart Henley HENLEY,Heart,103400000,51.533409,-0.877019,109,0.05,,
FM,Heart Aberdare Heolgerrig,Heart,105900000,51.740421,-3.419414,451,0.025,,
FM,Heart Reigate and Crawley Horsham,Heart,97500000,51.064034,-0.322554,52,0.015,,
FM,Heart Barnstaple Huntshaw Cross,Heart,96200000,50.979244,-4.098818,200,2,,
FM,Heart Bradford Idle,Heart,107600000,53.832945,-1.752142,215,0.1,,
FM,Heart Ilfracombe,Heart,97300000,51.197967,-4.138233,203,0.05,,
FM,Heart Ivybridge,Heart,101900000,50.368664,-3.926486,142,0.25,,
FM,Heart Swansea Kilvey Hill,Heart,106000000,51.62891,-3.919745,193,0.5,,
FM,Heart Kingsbridge,Heart,101200000,50.274442,-3.794967,93,1,,
FM,Heart Powys LLANDINAM,Heart,106000000,52.479547,-3.399945,454,0.022,,
FM,Heart Welshpool LONG MOUNTAIN,Heart,102800000,52.644306,-3.086542,400,0.1,,
FM,Heart Cambridge Madingley,Heart,103000000,52.215394,0.036667,62,0.4,,
FM,Heart Marlborough MARLBOROUGH,Heart,96500000,51.417912,-1.699977,192,0.03,,
FM,Heart Somerset MENDIP,Heart,102600000,51.236969,-2.625476,303,2,,
FM,Heart North West England Mersey Tunnel,Heart,105400000,53.404457,-2.994207,3,0.001,,
FM,Heart Vale of Leven Millburn Muir,Heart,100000000,55.982322,-4.600708,152,0.05,,
FM,Heart N. Wales MOEL Y PARC,Heart,106900000,53.220944,-3.31452,336,0.445,,
FM,Heart West Wiltshire Naish Hill,Heart,102200000,51.416202,-2.076595,175,0.24,,
FM,Heart Brighton NEWHAVEN,Heart,96900000,50.787726,0.035848,81,0.05,,
FM,Heart Newmarket Newmarket - Icewell Hill,Heart,97400000,52.24549,0.401489,31,0.004,,
FM,Heart Hexham NEWTON,Heart,101200000,54.982447,-1.945593,165,0.1,,
FM,Heart Bournemouth Nine Barrow Down,Heart,102300000,50.629952,-1.987364,196,1.6,,
FM,Heart Northampton,Heart,96600000,52.275355,-0.885481,127,2,,
FM,Heart Oxford,Heart,102600000,51.790638,-1.179183,130,4.39757,,
FM,Heart Penicuik PENICUIK,Heart,103300000,55.819142,-3.194377,248,0.25,,
FM,Heart Plymouth Plympton,Heart,97000000,50.381346,-4.067802,113,1,,
FM,Heart South Wales Presely,Heart,105700000,51.944404,-4.661027,323,7.5,,
FM,Heart Reading Reading - Fountain House,Heart,97000000,51.454569,-0.977254,43,0.4,,
FM,Heart West Cornwall Redruth,Heart,107000000,50.209786,-5.238489,237,8.54,,
FM,Heart Reigate and Crawley REIGATE,Heart,102700000,51.254494,-0.200986,234,1.8,,
FM,Heart Rosneath,Heart,101100000,55.991937,-4.793795,107,0.1,,
FM,Heart Bedford SANDY HEATH,Heart,96900000,52.130132,-0.241462,54,0.450001,,
FM,Heart Sheffield,Heart,107700000,53.379385,-1.513809,247,0.1,,
FM,Heart Southend Town SOUTHEND TE,Heart,97500000,51.540835,0.698653,33,0.05,,
FM,Heart Cardiff St Hilary,Heart,105400000,51.457374,-3.402986,126,2.4883,,
FM,Heart East Devon Stockland Hill,Heart,103000000,50.807088,-3.104951,227,0.5,,
FM,Heart Great Yarmouth and Norwich Stoke Holy Cross,Heart,102400000,52.574817,1.331664,65,1.65,,
FM,Heart Gloucester and Cheltenham STROUD,Heart,103000000,51.768084,-2.238625,223,0.05,,
FM,Heart West Midlands SUTTON COLDFIELD,Heart,100700000,52.600539,-1.833856,169,5.5,,
FM,Heart Taunton Taunton MF,Heart,96500000,51.02226,-3.088245,21,0.05,,
FM,Heart Tavistock,Heart,96600000,50.524794,-4.137982,167,0.02,,
FM,Heart East Kent Thanet,Heart,95900000,51.36004,1.397292,49,0.135,,
FM,Heart Totnes Totnes - Harpers Hill,Heart,100500000,50.425305,-3.696905,150,0.25,,
FM,Heart Brighton WHITEHAWK HILL,Heart,103500000,50.824954,-0.113611,120,0.450001,,
FM,Heart North West England WINTER HILL,Heart,105400000,53.625547,-2.514794,439,2.5,,
FM,Heart Colchester Wivenhoe Park FM,Heart,96100000,51.877841,0.945039,26,0.25,,
FM,Heart Weston-Super-Mare Worlebury Hill,Heart,103000000,51.359245,-2.970542,105,0.05,,
FM,Heart Wrexham Wrexham Rhos,Heart,88000000,53.076278,-3.044994,210,0.7,,
FM,Heart East Kent (Ashford) WYE,Heart,96100000,51.187004,0.955865,98,0.1,,
FM,Heart Luton Zouches Farm,Heart,97600000,51.877958,-0.483622,207,0.5,,
FM,Heart (Morecambe Bay) Kendal,Heart (Morecambe Bay),103200000,54.314559,-2.708127,172,0.0497,,
FM,Heart (Morecambe Bay) Morecambe Bay,Heart (Morecambe Bay),96900000,54.202505,-3.167346,259,1.6,,
FM,Heart (Morecambe Bay) Windermere WINDERMERE,Heart (Morecambe Bay),102300000,54.37436,-2.951306,216,0.032,,
FM,Heart Hertfordshire Hertford Cole Green,Heart Hertfordshire,106900000,51.787539,-0.135924,71,0.25,,
FM,Heart Hertfordshire Hitchin and Letchworth Letchworth - Briar Patch Lane,Heart Hertfordshire,106900000,51.967745,-0.241566,97,0.05,,
FM,Heart Hertfordshire Stevenage Old Knebworth,Heart Hertfordshire,106700000,51.872155,-0.211306,121,0.1,,
FM,Heartland FM Pitlochry and Aberfeldy Fàire Mhòr,Heartland FM,97500000,56.705122,-3.646339,480,0.2,,
FM,Heritage CR Manchester South Manchester - Duffield Court,Heritage CR,90600000,53.463992,-2.241562,36,0.05,,
FM,Hermitage FM Coalville Coalville - Hoo Ash Farm,Hermitage FM,99200000,52.731179,-1.396357,161,0.025,,
FM,Hitmix Radio Newcastle Under Lyme Alsagers Bank (High Lane),Hitmix Radio,107500000,53.029744,-2.282367,212,0.025,,
FM,Hits Radio Bristol East Dundry,Hits Radio,106500000,51.396006,-2.613844,198,0.5,,
FM,Hits Radio Bournemouth Poole - West Howe,Hits Radio,107600000,50.757093,-1.938987,65,0.5,,
FM,Hits Radio Manchester SADDLEWORTH,Hits Radio,103000000,53.541535,-2.020635,347,2,,
FM,Holywood FM Holywood Palace Barracks,Holywood FM,101000000,54.628269,-5.845388,24,0.025,,
FM,Home Radio Cumbernauld Kilsyth - Corrie Farm,Home Radio,100800000,55.987001,-4.101109,257,0.1,,
FM,Hope FM Bournemouth Poole - Poole House,Hope FM,90100000,50.743305,-1.897054,50,0.075,,
FM,Hospital Radio Medway Gillingham Medway Maritime Hospital,Hospital Radio Medway,87900000,51.379876,0.540568,65,0.0005,,
FM,Hospital Radio Plymouth Plymouth Derriford Hospital,Hospital Radio Plymouth,107300000,50.416131,-4.114081,93,0.001,,
FM,Hot Radio 102.8 Poole CANFORD HEATH,Hot Radio 102.8,102800000,50.744958,-1.949066,63,0.05,,
FM,In2beats FM Bedford Bedford - Murdock Road,In2beats FM,106500000,52.153525,-0.475153,74,0.025,,
FM,Insanity Radio Egham,Insanity Radio,103200000,51.426938,-0.563327,51,0.025,,
FM,Inspiration FM Northampton Northampton - Fire Station,Inspiration FM,107800000,52.241724,-0.894379,88,0.01,,
FM,Inspire FM Luton Luton - Farley Hill,Inspire FM,105100000,51.878444,-0.438278,167,0.06,,
FM,Ipswich Community Radio Ipswich Ipswich - Chantry Academy,Ipswich Community Radio,105700000,52.04551,1.128753,45,0.025,,
FM,Irvine Beat FM Irvine Irvine - Cunninghame House,Irvine Beat FM,107200000,55.613121,-4.674028,4,0.025,,
FM,Island FM Alderney Fort Albert,Island FM,93700000,49.725692,-2.183499,52,0.01,,
FM,Island FM Guernsey Les Touillets,Island FM,104700000,49.457792,-2.579202,76,1,,
FM,Islands FM Isles of Scilly Isles of Scilly - Marine and Coastguard Agency,Islands FM,107900000,49.929237,-6.303709,49,0.1,,
FM,Isle of Wight Radio Isle of Wight Chillerton Down,Isle of Wight Radio,107000000,50.649245,-1.328934,166,0.08,,
FM,Isle of Wight Radio Cowes Cowes (GKN),Isle of Wight Radio,102000000,50.759894,-1.289782,1,0.007,,
FM,Isle of Wight Radio Ryde Ryde Pier,Isle of Wight Radio,102000000,50.73925,-1.160281,0,0.02,,
FM,Isle of Wight Radio Ventnor,Isle of Wight Radio,102000000,50.601933,-1.199325,227,0.025,,
FM,Isles FM Isle of Lewis Eitshal - B,Isles FM,103000000,58.180639,-6.586018,220,2,,
FM,IUR FM Newry Newry GC,IUR FM,101400000,54.151598,-6.351943,159,0.025,,
FM,Jack 2 Oxford Boars Hill A,Jack 2,107900000,51.723637,-1.302007,162,0.1,,
FM,Jack FM Bicester,Jack FM,106400000,51.903204,-1.140941,71,0.03,,
FM,Jack FM Oxford Boars Hill A,Jack FM,106800000,51.723637,-1.302007,162,0.25,,
FM,Jack FM Wallingford,Jack FM,106400000,51.607161,-1.110148,45,0.03,,
FM,Jack FM Wantage,Jack FM,106400000,51.587288,-1.427363,95,0.03,,
FM,Jack FM Witney,Jack FM,106400000,51.78673,-1.489501,80,0.023,,
FM,Jorvik Radio York York - Askrigg House,Jorvik Radio,94800000,53.958123,-1.116954,29,0.1,,
FM,Juice FM Belfast Belfast Belfast - Conway Mill,Juice FM Belfast,103800000,54.599372,-5.950909,19,0.025,,
FM,K107 FM Kirkcaldy Kirkcaldy - Glamis Road,K107 FM,107000000,56.124363,-3.195777,111,0.025,,
FM,Kane FM Guildford GUILDFORD,Kane FM,103700000,51.228358,-0.605467,142,0.025,,
FM,KCC Live Knowsley,KCC Live,99800000,53.411748,-2.840923,31,0.025,,
FM,KCR Moray Tor Sliasg,KCR,107700000,57.609887,-2.965824,293,0.47,,
FM,KeeP 106 Dorchester Bincombe Barn,KeeP 106,106300000,50.671048,-2.457873,165,0.0483,,
FM,Kemet Radio Nottingham Nottingham - Pine View,Kemet Radio,97500000,52.95996,-1.172106,54,0.025,,
FM,Kennet Radio Newbury Newbury East,Kennet Radio,106700000,51.409277,-1.298894,91,0.085,,
FM,Kingdom FM Fife Allanhill Farm,Kingdom FM,105400000,56.316831,-2.777568,96,0.1,,
FM,Kingdom FM Fife East Neuk,Kingdom FM,106300000,56.269954,-2.698467,98,0.15,,
FM,Kingdom FM Kirkcaldy Kirkcaldy - Ravens Craig,Kingdom FM,96600000,56.12053,-3.145152,32,0.01,,
FM,Kingdom FM Dunfermline Knock Hill,Kingdom FM,95200000,56.126954,-3.523569,355,0.1,,
FM,Kingdom FM Glenrothes Purin Hill,Kingdom FM,96100000,56.23998,-3.207285,337,0.25,,
FM,Kiss London Croydon,Kiss,100000000,51.40986,-0.085755,114,2,,
FM,Kiss Peterborough Gunthorpe,Kiss,107700000,52.617188,-0.247858,3,0.1,,
FM,Kiss Cambridge Madingley,Kiss,105600000,52.215394,0.036667,62,0.5,,
FM,Kiss Severn Estuary MENDIP,Kiss,101000000,51.236969,-2.625476,303,20,,
FM,Kiss Ipswich Mendlesham,Kiss,106400000,52.234496,1.107319,64,10,,
FM,Kiss Bristol Pur Down,Kiss,97200000,51.48519,-2.562764,91,0.15,,
FM,Kiss Norwich Stoke Holy Cross,Kiss,106100000,52.574817,1.331664,65,2,,
FM,KMFM Ashford Ashford - Charter House,KMFM,107600000,51.150169,0.874855,52,0.25,,
FM,KMFM Thanet Broadstairs,KMFM,107200000,51.355569,1.408741,48,0.1,,
FM,KMFM Maidstone Coxheath,KMFM,105600000,51.230029,0.495203,117,0.075,,
FM,KMFM Folkestone Creteway Down,KMFM,96400000,51.099738,1.182579,166,0.2,,
FM,KMFM Medway Gillingham,KMFM,100400000,51.371461,0.551166,78,0.15,,
FM,KMFM Dover Guston,KMFM,106800000,51.144582,1.316654,126,0.1,,
FM,KMFM Medway Hoo St Werburgh VHF,KMFM,107900000,51.429038,0.550344,61,0.3,,
FM,KMFM Canterbury Rough Common,KMFM,106000000,51.297298,1.04616,74,0.1,,
FM,KMFM Tonbridge TUNBRIDGE WELLS,KMFM,96200000,51.172557,0.297815,124,0.15,,
FM,KMFM Sevenoaks Wrotham,KMFM,101600000,51.320696,0.287702,219,0.2,,
FM,Koast Radio Ashington,Koast Radio,106600000,55.173328,-1.557073,29,0.15,,
FM,Kohinoor FM Leicester Leicester East,Kohinoor FM,97300000,52.633552,-1.099227,64,0.025,,
FM,KTCRfm Keynsham Keynsham - Burnett Business Park,KTCRfm,105800000,51.392682,-2.478266,95,0.025,,
FM,LBC 97.3 London Croydon,LBC 97.3,97300000,51.40986,-0.085755,114,2,,
FM,LCR1 Leicestershire St. Peter's Highfield Church,LCR1,94100000,52.629934,-1.116632,80,0.002,,
FM,Leeds Dance Community Radio Leeds Leeds - Burnsall Grange,Leeds Dance Community Radio,97800000,53.797363,-1.591578,77,0.0489,,
FM,Legacy 90.1 Hulme,Legacy 90.1,90100000,53.462071,-2.257667,33,0.025,,
FM,Lincoln City Radio Lincoln Lincoln Cathedral,Lincoln City Radio,103600000,53.234314,-0.536361,60,0.05,,
FM,Lincs FM Lincoln Belmont,Lincs FM,102200000,53.335814,-0.171983,125,3.2,,
FM,Lincs FM Grantham,Lincs FM,96700000,52.892406,-0.655971,115,0.035,,
FM,Lincs FM Scunthorpe Scunthorpe - Trent View House,Lincs FM,97600000,53.57127,-0.670181,42,0.025,,
FM,Link FM Sheffield Sheffield - School Road,Link FM,96700000,53.38365,-1.501733,186,0.025,,
FM,Lionheart Radio Alnwick Alnwick Moor,Lionheart Radio,107300000,55.407804,-1.722334,133,0.022,,
FM,Lisburn's 98FM Lisburn,Lisburn's 98FM,98800000,54.512999,-6.041404,35,0.025,,
FM,Liverpool Community Radio Liverpool Liverpool - Holt Road,Liverpool Community Radio,106700000,53.409869,-2.947697,57,0.1,,
FM,Lochbroom FM Ullapool Polbain,Lochbroom FM,96800000,58.044513,-5.392429,150,0.5,,
FM,Lochbroom FM Ullapool,Lochbroom FM,102200000,57.892557,-5.135709,143,0.7,,
FM,London Greek Radio Haringey Highgate - Cholmeley Lodge,London Greek Radio,103300000,51.570602,-0.144523,117,0.1,,
FM,Magic 105.4 London Croydon,Magic 105.4,105400000,51.40986,-0.085755,114,2,,
FM,Magic 105.4 Dartford Tunnel,Magic 105.4,105400000,51.469253,0.260425,3,0,,
FM,Mansfield 103.2 Mansfield Fishpond Hill,Mansfield 103.2,103200000,53.140513,-1.232922,168,0.1,,
FM,Manx Radio (FM) Isle of Man DOUGLAS,Manx Radio (FM),97200000,54.140551,-4.493075,143,5.65999,,
FM,Manx Radio (FM) Isle of Man JURBY,Manx Radio (FM),103700000,54.3611,-4.517812,27,1.95,,
FM,Manx Radio (FM) Isle of Man Peel,Manx Radio (FM),89500000,54.217653,-4.706962,96,0.05,,
FM,Manx Radio (FM) Ramsey Ramsey Town,Manx Radio (FM),89500000,54.322598,-4.386431,2,0.05,,
FM,Manx Radio (FM) Isle of Man Snaefell,Manx Radio (FM),89000000,54.262536,-4.462965,610,0.93,,
FM,Maritime Radio Greenwich Woolwich - Shrewsbury House,Maritime Radio,96500000,51.473349,0.072851,120,0.025,,
FM,Marlow FM Marlow Handy Cross Farm,Marlow FM,97500000,51.596236,-0.766902,105,0.025,,
FM,Mearns FM Inverbervie,Mearns FM,106200000,56.836148,-2.283512,41,0.1,,
FM,Mearns FM Laurencekirk,Mearns FM,107300000,56.829397,-2.416189,247,0.1,,
FM,Mearns FM Porthlethen,Mearns FM,105100000,57.059909,-2.127266,85,0.05,,
FM,Mearns FM Stonehaven,Mearns FM,105700000,56.952633,-2.206963,68,0.15,,
FM,Meridian FM East Grinstead East Grinstead VHF,Meridian FM,107000000,51.129409,-0.001901,126,0.025,,
FM,Metro Radio Tyne and Wear Burnhope,Metro Radio,97100000,54.8219,-1.714848,240,4,,
FM,Metro Radio Tyne and Wear Fenham,Metro Radio,103000000,54.978039,-1.662966,120,0.05,,
FM,Metro Radio Hexham NEWTON,Metro Radio,103200000,54.982447,-1.945593,165,0.1,,
FM,Metro Radio Alnwick Shilbottle,Metro Radio,102600000,55.366418,-1.700379,171,0.1,,
FM,Metro Radio Tyne Tunnel,Metro Radio,97100000,54.987484,-1.485827,1,0.015,,
FM,Mighty Radio Southport Southport - Holy Trinity Church,Mighty Radio,107900000,53.650278,-2.996805,6,0.025,,
FM,Mix 92.6 St Albans St Albans - St Peters Church),Mix 92.6,92600000,51.755459,-0.335019,121,0.075,,
FM,MKFM Bletchley Bletchley - MK Stadium,MKFM,102100000,52.009052,-0.734754,77,0.05,,
FM,MKFM Milton Keynes Milton Keynes - Saxon Gate,MKFM,106300000,52.043319,-0.761199,111,0.05,,
FM,MKFM Wolverton Wolverton - Stratford Road,MKFM,95000000,52.06252,-0.818579,79,0.05,,
FM,MônFM Anglesey Amlwch Nebo,MônFM,102500000,53.390547,-4.301313,160,0.2,,
FM,MônFM Anglesey Gwalchmai,MônFM,102100000,53.263035,-4.416069,97,0.1,,
FM,MônFM Anglesey Penmynydd,MônFM,96800000,53.248889,-4.228493,102,0.2,,
FM,Moonbeamers Drive-in Billericay Barleylands Craft Village,Moonbeamers Drive-in,106800000,51.600426,0.445999,25,5e-05,,
FM,Moorlands Radio Biddulph Biddulph Moor - Rails Farm,Moorlands Radio,103700000,53.123677,-2.127723,328,0.0253,,
FM,Moorlands Radio Leek Leek - Stockwell Villas,Moorlands Radio,97300000,53.107922,-2.024009,187,0.025,,
FM,Moray Firth Radio FM Caithness Ben Dorrery,Moray Firth Radio FM,102500000,58.473372,-3.608383,244,0.6004,,
FM,Moray Firth Radio FM Speyside Cairn Gorm,Moray Firth Radio FM,96600000,57.123819,-3.646048,1085,0.175,,
FM,Moray Firth Radio FM Fraserburgh Mormond Hill DAB,Moray Firth Radio FM,96700000,57.602976,-2.029937,225,0.05,,
FM,Moray Firth Radio FM Inverness Mounteagle,Moray Firth Radio FM,97400000,57.591626,-4.27683,212,5,,
FM,Moray Firth Radio FM Wick Newton Wick,Moray Firth Radio FM,96700000,58.431247,-3.118201,46,0.01,,
FM,Moray Firth Radio FM Keith Tor Sliasg,Moray Firth Radio FM,102800000,57.609887,-2.965824,293,0.506499,,
FM,More Radio Eastbourne Butts Brow,More Radio,107500000,50.791712,0.240347,184,0.1,,
FM,More Radio Worthing Findon,More Radio,107700000,50.853924,-0.410233,124,0.125,,
FM,More Radio Hastings,More Radio,107800000,50.861622,0.566431,76,0.1,,
FM,More Radio Haywards Heath,More Radio,106400000,50.99144,-0.092619,91,0.24,,
FM,More Radio Lewes Lewes County Hall,More Radio,106800000,50.871877,0.001136,40,0.05,,
FM,MSR 103.8 Burgess Hill Burgess Hill - Tower House,MSR 103.8,103800000,50.953117,-0.125228,60,0.025,,
FM,Nation Radio Cardigan Bay Blaenplwyf,Nation Radio,103300000,52.360613,-4.102585,174,4.6,,
FM,Nation Radio Swansea Carmel,Nation Radio,102900000,51.818501,-4.066216,255,1.6,,
FM,Nation Radio Solent Chillerton Down,Nation Radio,106000000,50.649245,-1.328934,166,2,,
FM,Nation Radio Winchester Crabwood Farm B,Nation Radio,106600000,51.06398,-1.360918,152,0.01,,
FM,Nation Radio Kingston-Upon-Hull Humber Bridge - North Pier,Nation Radio,99800000,53.714254,-0.450805,0,0.5,,
FM,Nation Radio Swansea Kilvey Hill,Nation Radio,107300000,51.62891,-3.919745,193,1,,
FM,Nation Radio Cardigan Bay Mynydd Pencarreg,Nation Radio,96600000,52.067402,-4.076523,411,0.2,,
FM,Nation Radio Cardigan Bay Penwaun,Nation Radio,97400000,52.065055,-4.69417,182,0.2,,
FM,Nation Radio Presely,Nation Radio,107100000,51.944404,-4.661027,323,2.0079,,
FM,Nation Radio Ipswich Warren Heath,Nation Radio,102000000,52.037726,1.200836,32,2,,
FM,Nation Radio Cardiff Wenvoe,Nation Radio,106800000,51.459476,-3.282282,129,2.5,,
FM,Nation Radio Scotland Glasgow Cathkin (S),Nation Radio Scotland,96300000,55.798001,-4.193822,206,2,,
FM,Nation Radio Scotland Helensburgh Helensburgh - East Princess St,Nation Radio Scotland,106900000,56.002997,-4.729464,8,0.025,,
FM,Nation's Easy Radio Southampton Chilworth,Nation's Easy Radio,107800000,50.960084,-1.423285,85,0.5,,
FM,Nation's Easy Radio Winchester Crabwood Farm B,Nation's Easy Radio,107200000,51.06398,-1.360918,152,0.1,,
FM,Nation's Easy Radio Portsmouth Fort Southwick,Nation's Easy Radio,107400000,50.858847,-1.110965,124,0.1,,
FM,Nation's Easy Radio Swansea Kilvey Hill,Nation's Easy Radio,102100000,51.62891,-3.919745,193,1,,
FM,Nations Radio Poole Poole - West Howe,Nations Radio,106600000,50.757093,-1.938987,65,0.25,,
FM,Nevis Radio Skye/Mallaig Cnoc Malagan,Nevis Radio,102300000,57.103288,-5.874998,185,0.8,,
FM,Nevis Radio Fort William Creag a' Chàil,Nevis Radio,96600000,56.827212,-5.054422,269,0.3,,
FM,Nevis Radio Loch Leven Glenachulish,Nevis Radio,102400000,56.681764,-5.211986,255,0.8,,
FM,Nevis Radio Glencoe,Nevis Radio,97000000,56.623839,-4.836427,680,0.2,,
FM,New Style Radio 98.7 FM Birmingham Birmingham - Cambridge Tower,New Style Radio 98.7 FM,98700000,52.480787,-1.909401,137,0.016,,
FM,Ninesprings FM Yeovil Cricket St Thomas GC,Ninesprings FM,107600000,50.880198,-2.895308,222,0.025,,
FM,Ninesprings FM Yeovil Wincanton - Racecourse,Ninesprings FM,103300000,51.065979,-2.414666,112,0.025,,
FM,Ninesprings FM Yeovil Yeovil - Huish Park,Ninesprings FM,104500000,50.950212,-2.673293,94,0.1,,
FM,NLive Northampton Northampton - Fire Station,NLive,106900000,52.241724,-0.894379,88,0.025,,
FM,Nomad Radio Hammersmith Hammersmith - Kings St,Nomad Radio,92200000,51.492361,-0.231397,6,0.1,,
FM,North Manchester FM Manchester Manchester - Kentmere Court,North Manchester FM,106600000,53.528173,-2.189733,102,0.05,,
FM,Northsound 1 Aberdeen Balgownie,Northsound 1,97600000,57.184868,-2.122071,74,0.025,,
